,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,Frequency
10941,annual,STATPOL,APOP,POPULATION,APOP-27,Mariages - in thous. (line 27),2017,2017-01-01,192.6,192.6,A,Annually
10942,annual,STATPOL,APOP,POPULATION,APOP-27,Mariages - in thous. (line 27),2018,2018-01-01,192.4,192.4,A,Annually
10943,annual,STATPOL,APOP,POPULATION,APOP-27,Mariages - in thous. (line 27),2019,2019-01-01,183.4,183.4,A,Annually
10944,annual,STATPOL,APOP,POPULATION,APOP-27,Mariages - in thous. (line 27),2020,2020-01-01,145.0,145.0,A,Annually
10945,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1989,1989-01-01,6.7,6.7,A,Annually
10946,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1990,1990-01-01,6.7,6.7,A,Annually
10947,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1991,1991-01-01,6.1,6.1,A,Annually
10948,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1992,1992-01-01,5.7,5.7,A,Annually
10949,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1993,1993-01-01,5.4,5.4,A,Annually
10950,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1994,1994-01-01,5.4,5.4,A,Annually
10951,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1995,1995-01-01,5.4,5.4,A,Annually
10952,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1996,1996-01-01,5.3,5.3,A,Annually
10953,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1997,1997-01-01,5.3,5.3,A,Annually
10954,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1998,1998-01-01,5.5,5.5,A,Annually
10955,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),1999,1999-01-01,5.7,5.7,A,Annually
10956,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2000,2000-01-01,5.5,5.5,A,Annually
10957,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2001,2001-01-01,5.1,5.1,A,Annually
10958,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2002,2002-01-01,5.0,5.0,A,Annually
10959,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2003,2003-01-01,5.1,5.1,A,Annually
10960,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2004,2004-01-01,5.0,5.0,A,Annually
10961,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2005,2005-01-01,5.4,5.4,A,Annually
10962,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2006,2006-01-01,5.9,5.9,A,Annually
10963,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2007,2007-01-01,6.5,6.5,A,Annually
10964,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2008,2008-01-01,6.8,6.8,A,Annually
10965,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2009,2009-01-01,6.6,6.6,A,Annually
10966,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2010,2010-01-01,5.9,5.9,A,Annually
10967,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2011,2011-01-01,5.4,5.4,A,Annually
10968,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2012,2012-01-01,5.3,5.3,A,Annually
10969,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2013,2013-01-01,4.7,4.7,A,Annually
10970,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2014,2014-01-01,4.9,4.9,A,Annually
10971,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2015,2015-01-01,4.9,4.9,A,Annually
10972,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2016,2016-01-01,5.0,5.0,A,Annually
10973,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2017,2017-01-01,5.0,5.0,A,Annually
10974,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2018,2018-01-01,5.0,5.0,A,Annually
10975,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2019,2019-01-01,4.8,4.8,A,Annually
10976,annual,STATPOL,APOP,POPULATION,APOP-28,Mariages - per 1000 population (line 28),2020,2020-01-01,3.8,3.8,A,Annually
10977,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1989,1989-01-01,47.2,47.2,A,Annually
10978,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1990,1990-01-01,42.4,42.4,A,Annually
10979,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1991,1991-01-01,33.8,33.8,A,Annually
10980,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1992,1992-01-01,32.0,32.0,A,Annually
10981,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1993,1993-01-01,27.9,27.9,A,Annually
10982,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1994,1994-01-01,31.6,31.6,A,Annually
10983,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1995,1995-01-01,38.1,38.1,A,Annually
10984,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1996,1996-01-01,39.4,39.4,A,Annually
10985,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1997,1997-01-01,42.6,42.6,A,Annually
10986,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1998,1998-01-01,45.2,45.2,A,Annually
10987,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),1999,1999-01-01,42.0,42.0,A,Annually
10988,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2000,2000-01-01,42.8,42.8,A,Annually
10989,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2001,2001-01-01,45.3,45.3,A,Annually
10990,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2002,2002-01-01,45.4,45.4,A,Annually
10991,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2003,2003-01-01,48.6,48.6,A,Annually
10992,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2004,2004-01-01,56.3,56.3,A,Annually
10993,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2005,2005-01-01,67.6,67.6,A,Annually
10994,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2006,2006-01-01,71.9,71.9,A,Annually
10995,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2007,2007-01-01,66.6,66.6,A,Annually
10996,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2008,2008-01-01,65.5,65.5,A,Annually
10997,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2009,2009-01-01,65.3,65.3,A,Annually
10998,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2010,2010-01-01,61.3,61.3,A,Annually
10999,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2011,2011-01-01,64.6,64.6,A,Annually
11000,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2012,2012-01-01,64.4,64.4,A,Annually
11001,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2013,2013-01-01,66.1,66.1,A,Annually
11002,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2014,2014-01-01,65.8,65.8,A,Annually
11003,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2015,2015-01-01,67.3,67.3,A,Annually
11004,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2016,2016-01-01,63.5,63.5,A,Annually
11005,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2017,2017-01-01,65.3,65.3,A,Annually
11006,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2018,2018-01-01,62.8,62.8,A,Annually
11007,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2019,2019-01-01,65.341,65.341,A,Annually
11008,annual,STATPOL,APOP,POPULATION,APOP-29,Divorces - in thous. (line 29),2020,2020-01-01,51.2,51.2,A,Annually
11009,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1989,1989-01-01,1.2,1.2,A,Annually
11010,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1990,1990-01-01,1.1,1.1,A,Annually
11011,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1991,1991-01-01,0.9,0.9,A,Annually
11012,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1992,1992-01-01,0.8,0.8,A,Annually
11013,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1993,1993-01-01,0.7,0.7,A,Annually
11014,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1994,1994-01-01,0.8,0.8,A,Annually
11015,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1995,1995-01-01,1.0,1.0,A,Annually
11016,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1996,1996-01-01,1.0,1.0,A,Annually
11017,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1997,1997-01-01,1.1,1.1,A,Annually
11018,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1998,1998-01-01,1.2,1.2,A,Annually
11019,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),1999,1999-01-01,1.1,1.1,A,Annually
11020,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2000,2000-01-01,1.1,1.1,A,Annually
11021,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2001,2001-01-01,1.2,1.2,A,Annually
11022,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2002,2002-01-01,1.2,1.2,A,Annually
11023,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2003,2003-01-01,1.3,1.3,A,Annually
11024,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2004,2004-01-01,1.5,1.5,A,Annually
11025,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2005,2005-01-01,1.8,1.8,A,Annually
11026,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2006,2006-01-01,1.9,1.9,A,Annually
11027,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2007,2007-01-01,1.7,1.7,A,Annually
11028,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2008,2008-01-01,1.7,1.7,A,Annually
11029,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2009,2009-01-01,1.7,1.7,A,Annually
11030,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2010,2010-01-01,1.6,1.6,A,Annually
11031,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2011,2011-01-01,1.7,1.7,A,Annually
11032,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2012,2012-01-01,1.7,1.7,A,Annually
11033,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2013,2013-01-01,1.7,1.7,A,Annually
11034,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2014,2014-01-01,1.7,1.7,A,Annually
11035,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2015,2015-01-01,1.8,1.8,A,Annually
11036,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2016,2016-01-01,1.7,1.7,A,Annually
11037,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2017,2017-01-01,1.7,1.7,A,Annually
11038,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2018,2018-01-01,1.6,1.6,A,Annually
11039,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2019,2019-01-01,1.7,1.7,A,Annually
11040,annual,STATPOL,APOP,POPULATION,APOP-30,Divorces - per 1000 population (line 30),2020,2020-01-01,1.3,1.3,A,Annually
11041,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1989,1989-01-01,NA,,A,Annually
11042,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1990,1990-01-01,NA,,A,Annually
11043,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1991,1991-01-01,NA,,A,Annually
11044,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1992,1992-01-01,NA,,A,Annually
11045,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1993,1993-01-01,NA,,A,Annually
11046,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1994,1994-01-01,NA,,A,Annually
11047,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1995,1995-01-01,NA,,A,Annually
11048,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1996,1996-01-01,NA,,A,Annually
11049,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1997,1997-01-01,NA,,A,Annually
11050,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1998,1998-01-01,NA,,A,Annually
11051,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),1999,1999-01-01,NA,,A,Annually
11052,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2000,2000-01-01,1.3,1.3,A,Annually
11053,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2001,2001-01-01,2.4,2.4,A,Annually
11054,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2002,2002-01-01,2.7,2.7,A,Annually
11055,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2003,2003-01-01,3.0,3.0,A,Annually
11056,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2004,2004-01-01,5.9,5.9,A,Annually
11057,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2005,2005-01-01,11.6,11.6,A,Annually
11058,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2006,2006-01-01,8.0,8.0,A,Annually
11059,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2007,2007-01-01,4.9,4.9,A,Annually
11060,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2008,2008-01-01,3.8,3.8,A,Annually
11061,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2009,2009-01-01,3.2,3.2,A,Annually
11062,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2010,2010-01-01,2.8,2.8,A,Annually
11063,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2011,2011-01-01,2.8,2.8,A,Annually
11064,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2012,2012-01-01,2.5,2.5,A,Annually
11065,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2013,2013-01-01,2.2,2.2,A,Annually
11066,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2014,2014-01-01,1.9,1.9,A,Annually
11067,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2015,2015-01-01,1.7,1.7,A,Annually
11068,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2016,2016-01-01,1.6,1.6,A,Annually
11069,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2017,2017-01-01,1.6,1.6,A,Annually
11070,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2018,2018-01-01,1.3,1.3,A,Annually
11071,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2019,2019-01-01,1.2,1.2,A,Annually
11072,annual,STATPOL,APOP,POPULATION,APOP-31,Legal separations - in thous. (line 31),2020,2020-01-01,0.7,0.7,A,Annually
11073,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1989,1989-01-01,564.4,564.4,A,Annually
11074,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1990,1990-01-01,547.7,547.7,A,Annually
11075,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1991,1991-01-01,547.7,547.7,A,Annually
11076,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1992,1992-01-01,515.2,515.2,A,Annually
11077,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1993,1993-01-01,494.3,494.3,A,Annually
11078,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1994,1994-01-01,481.3,481.3,A,Annually
11079,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1995,1995-01-01,433.1,433.1,A,Annually
11080,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1996,1996-01-01,428.2,428.2,A,Annually
11081,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1997,1997-01-01,412.7,412.7,A,Annually
11082,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1998,1998-01-01,395.6,395.6,A,Annually
11083,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),1999,1999-01-01,382.0,382.0,A,Annually
11084,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2000,2000-01-01,378.3,378.3,A,Annually
11085,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2001,2001-01-01,368.2,368.2,A,Annually
11086,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2002,2002-01-01,353.8,353.8,A,Annually
11087,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2003,2003-01-01,351.1,351.1,A,Annually
11088,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2004,2004-01-01,356.1,356.1,A,Annually
11089,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2005,2005-01-01,364.4,364.4,A,Annually
11090,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2006,2006-01-01,374.2,374.2,A,Annually
11091,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2007,2007-01-01,387.9,387.9,A,Annually
11092,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2008,2008-01-01,414.5,414.5,A,Annually
11093,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2009,2009-01-01,417.6,417.6,A,Annually
11094,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2010,2010-01-01,413.3,413.3,A,Annually
11095,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2011,2011-01-01,388.4,388.4,A,Annually
11096,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2012,2012-01-01,386.3,386.3,A,Annually
11097,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2013,2013-01-01,369.6,369.6,A,Annually
11098,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2014,2014-01-01,375.2,375.2,A,Annually
11099,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2015,2015-01-01,369.3,369.3,A,Annually
11100,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2016,2016-01-01,382.3,382.3,A,Annually
11101,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2017,2017-01-01,402.0,402.0,A,Annually
11102,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2018,2018-01-01,388.2,388.2,A,Annually
11103,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2019,2019-01-01,375.0,375.0,A,Annually
11104,annual,STATPOL,APOP,POPULATION,APOP-32,Live births - in thous. (line 32),2020,2020-01-01,355.3,355.3,A,Annually
11105,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1989,1989-01-01,14.8,14.8,A,Annually
11106,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1990,1990-01-01,14.3,14.3,A,Annually
11107,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1991,1991-01-01,14.3,14.3,A,Annually
11108,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1992,1992-01-01,13.5,13.5,A,Annually
11109,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1993,1993-01-01,12.9,12.9,A,Annually
11110,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1994,1994-01-01,12.6,12.6,A,Annually
11111,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1995,1995-01-01,11.3,11.3,A,Annually
11112,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1996,1996-01-01,11.2,11.2,A,Annually
11113,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1997,1997-01-01,10.8,10.8,A,Annually
11114,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1998,1998-01-01,10.3,10.3,A,Annually
11115,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),1999,1999-01-01,10.0,10.0,A,Annually
11116,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2000,2000-01-01,9.9,9.9,A,Annually
11117,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2001,2001-01-01,9.6,9.6,A,Annually
11118,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2002,2002-01-01,9.3,9.3,A,Annually
11119,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2003,2003-01-01,9.2,9.2,A,Annually
11120,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2004,2004-01-01,9.3,9.3,A,Annually
11121,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2005,2005-01-01,9.6,9.6,A,Annually
11122,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2006,2006-01-01,9.8,9.8,A,Annually
11123,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2007,2007-01-01,10.2,10.2,A,Annually
11124,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2008,2008-01-01,10.9,10.9,A,Annually
11125,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2009,2009-01-01,11.0,11.0,A,Annually
11126,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2010,2010-01-01,10.7,10.7,A,Annually
11127,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2011,2011-01-01,10.1,10.1,A,Annually
11128,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2012,2012-01-01,10.0,10.0,A,Annually
11129,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2013,2013-01-01,9.6,9.6,A,Annually
11130,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2014,2014-01-01,9.7,9.7,A,Annually
11131,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2015,2015-01-01,9.6,9.6,A,Annually
11132,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2016,2016-01-01,9.9,9.9,A,Annually
11133,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2017,2017-01-01,10.5,10.5,A,Annually
11134,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2018,2018-01-01,10.1,10.1,A,Annually
11135,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2019,2019-01-01,9.8,9.8,A,Annually
11136,annual,STATPOL,APOP,POPULATION,APOP-33,Live births - per 1000 population (line 33),2020,2020-01-01,9.3,9.3,A,Annually
11137,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1989,1989-01-01,2.07,2.07,A,Annually
11138,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1990,1990-01-01,1.99,1.99,A,Annually
11139,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1991,1991-01-01,1.98,1.98,A,Annually
11140,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1992,1992-01-01,1.85,1.85,A,Annually
11141,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1993,1993-01-01,1.77,1.77,A,Annually
11142,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1994,1994-01-01,1.72,1.72,A,Annually
11143,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1995,1995-01-01,1.55,1.55,A,Annually
11144,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1996,1996-01-01,1.53,1.53,A,Annually
11145,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1997,1997-01-01,1.47,1.47,A,Annually
11146,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1998,1998-01-01,1.41,1.41,A,Annually
11147,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),1999,1999-01-01,1.37,1.37,A,Annually
11148,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2000,2000-01-01,1.37,1.37,A,Annually
11149,annual,STATPOL,APOP,POPULATION,APOP-34,Total fertility rateb (line 34),2001,2001-01-01,1.31,1.31,A,Annually
