,period,value,dataset_name,FREQ,REF_AREA,series_name,series_code
195,2000-10-01,77.3915,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
196,2001-01-01,81.1628,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
197,2001-04-01,77.6272,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
198,2001-07-01,80.77,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
199,2001-10-01,77.3915,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
200,2002-01-01,79.9057,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
201,2002-04-01,78.57,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
202,2002-07-01,81.2414,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
203,2002-10-01,79.0414,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
204,2003-01-01,80.3771,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
205,2003-04-01,79.5914,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
206,2003-07-01,78.8057,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
207,2003-10-01,80.8486,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
208,2004-01-01,74.7987,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
209,2004-04-01,78.7272,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
210,2004-07-01,79.12,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
211,2004-10-01,80.8486,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
212,2005-01-01,81.1628,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
213,2005-04-01,81.9485,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
214,2005-07-01,82.0271,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
215,2005-10-01,83.9914,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
216,2006-01-01,84.9342,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
217,2006-04-01,85.6413,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
218,2006-07-01,86.1913,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
219,2006-10-01,85.877,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
220,2007-01-01,88.3913,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
221,2007-04-01,90.1984,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
222,2007-07-01,90.7484,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
223,2007-10-01,89.3341,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
224,2008-01-01,89.9627,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
225,2008-04-01,89.3341,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
226,2008-07-01,90.9841,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
227,2008-10-01,92.2412,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
228,2009-01-01,94.0483,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
229,2009-04-01,94.4412,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
230,2009-07-01,93.8912,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
231,2009-10-01,94.284,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
232,2010-01-01,99.3125,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
233,2010-04-01,99.7054,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
234,2010-07-01,99.7839,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
235,2010-10-01,101.1982,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
236,2011-01-01,103.8696,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
237,2011-04-01,101.0411,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
238,2011-07-01,105.7553,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
239,2011-10-01,106.2267,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
240,2012-01-01,115.0265,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
241,2012-04-01,116.7551,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
242,2012-07-01,118.3265,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
243,2012-10-01,118.405,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
244,2013-01-01,120.605,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
245,2013-04-01,122.5692,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
246,2013-07-01,123.9049,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
247,2013-10-01,123.2764,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
248,2014-01-01,125.5549,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
249,2014-04-01,128.462,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
250,2014-07-01,126.8906,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
251,2014-10-01,126.262,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
252,2015-01-01,130.0334,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
253,2015-04-01,130.3477,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
254,2015-07-01,131.9976,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
255,2015-10-01,135.8476,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
256,2016-01-01,140.5618,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
257,2016-04-01,142.7617,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
258,2016-07-01,141.6618,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
259,2016-10-01,142.0546,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
260,2017-01-01,143.7831,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
261,2017-04-01,147.9474,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
262,2017-07-01,147.8688,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
263,2017-10-01,148.7331,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
264,2018-01-01,154.3115,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
265,2018-04-01,155.2544,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
266,2018-07-01,159.6543,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
267,2018-10-01,159.7329,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
268,2019-01-01,161.9328,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
269,2019-04-01,163.8971,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
270,2019-07-01,163.2685,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
271,2019-10-01,164.6042,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
272,2020-01-01,167.4327,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
273,2020-04-01,172.4612,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
274,2020-07-01,178.7468,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
275,2020-10-01,181.0253,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
276,2021-01-01,188.0966,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
277,2021-04-01,192.7323,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
278,2021-07-01,197.3679,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
279,2021-10-01,203.7321,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
280,2022-01-01,211.3534,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
281,2022-04-01,218.0318,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
282,2022-07-01,218.6604,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
283,2022-10-01,214.4176,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
284,2023-01-01,213.5533,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
285,2023-04-01,213.0819,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
286,2023-07-01,212.2962,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
287,2023-10-01,209.3891,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
288,2024-01-01,208.0534,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
289,2024-04-01,207.8177,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
290,2024-07-01,207.5034,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
291,2024-10-01,207.1106,Selected residential property prices,Q,AT,"Quarterly – Austria – Nominal – Index, 2010 = 100",Q.AT.N.628
292,1970-01-01,3.1274,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
293,1970-04-01,3.1846,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
294,1970-07-01,3.2736,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
295,1970-10-01,3.3753,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
296,1971-01-01,3.4707,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
297,1971-04-01,3.5501,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
298,1971-07-01,3.6582,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
299,1971-10-01,3.798,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
300,1972-01-01,3.8806,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
301,1972-04-01,3.9474,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
302,1972-07-01,4.0586,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
303,1972-10-01,4.2779,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
304,1973-01-01,4.3987,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
305,1973-04-01,4.6593,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
306,1973-07-01,5.0375,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
307,1973-10-01,5.3871,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
308,1974-01-01,5.7368,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
309,1974-04-01,5.9306,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
310,1974-07-01,6.0005,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
311,1974-10-01,6.1436,Selected residential property prices,Q,AU,"Quarterly – Australia – Nominal – Index, 2010 = 100",Q.AU.N.628
