,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
78,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2014-Q3,2014-07-01,258397.0,258397.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
79,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2014-Q4,2014-10-01,260693.0,260693.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
80,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2015-Q1,2015-01-01,265947.0,265947.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
81,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2015-Q2,2015-04-01,268339.0,268339.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
82,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2015-Q3,2015-07-01,270752.0,270752.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
83,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2015-Q4,2015-10-01,273054.0,273054.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
84,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2016-Q1,2016-01-01,275083.0,275083.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
85,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2016-Q2,2016-04-01,276972.0,276972.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
86,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2016-Q3,2016-07-01,280309.0,280309.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
87,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2016-Q4,2016-10-01,282056.0,282056.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
88,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2017-Q1,2017-01-01,285932.0,285932.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
89,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2017-Q2,2017-04-01,289674.0,289674.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
90,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2017-Q3,2017-07-01,291342.0,291342.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
91,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2017-Q4,2017-10-01,295544.0,295544.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
92,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2018-Q1,2018-01-01,296377.0,296377.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
93,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2018-Q2,2018-04-01,299596.0,299596.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
94,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2018-Q3,2018-07-01,302068.0,302068.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
95,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2018-Q4,2018-10-01,305818.0,305818.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
96,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2019-Q1,2019-01-01,309124.0,309124.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
97,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2019-Q2,2019-04-01,310078.0,310078.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
98,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2019-Q3,2019-07-01,311392.0,311392.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
99,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2019-Q4,2019-10-01,314919.0,314919.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
100,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2020-Q1,2020-01-01,298322.0,298322.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
101,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2020-Q2,2020-04-01,245108.0,245108.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
102,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2020-Q3,2020-07-01,285947.0,285947.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
103,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2020-Q4,2020-10-01,289633.0,289633.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
104,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2021-Q1,2021-01-01,293369.0,293369.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
105,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2021-Q2,2021-04-01,297904.0,297904.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
106,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2021-Q3,2021-07-01,308358.0,308358.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
107,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2021-Q4,2021-10-01,322659.0,322659.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
108,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2022-Q1,2022-01-01,325592.0,325592.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
109,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2022-Q2,2022-04-01,333308.0,333308.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
110,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2022-Q3,2022-07-01,337389.0,337389.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
111,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2022-Q4,2022-10-01,350088.0,350088.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
112,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2023-Q1,2023-01-01,359848.0,359848.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
113,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2023-Q2,2023-04-01,361861.0,361861.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
114,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2023-Q3,2023-07-01,364961.0,364961.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
115,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4757,National Total. Seasonally and calendar adjusted data. Gross domestic product at market prices. Base data. Current prices.,2023-Q4,2023-10-01,375219.0,375219.0,72,,b1gq,,pcorr,y,00,euros,Base data,,Gross domestic product at market prices,,Current prices,Seasonally and calendar adjusted data,National Total,Euros
